Time,Time [s],CPU_Usage,Memory_Usage,Network_Usage,Temperature,,,Time Interval,LL,UL,Mean_CPU_Usage,Mean_Memory_Usage,Mean_Network_Usage,Mean_Temperature
10-07-2024 21:39,2739,16.34282215,5.776557541,138.6718154,41.4260704,,,,,,,,,
10-07-2024 21:40,2740,16.39635345,5.679270691,139.4716589,40.79185444,,,,,,,,,
10-07-2024 21:41,2741,16.45004856,5.580371761,140.1519283,41.52744639,,,,,,,,,
10-07-2024 21:42,2742,16.50390645,5.479935688,140.7119557,40.93468784,,,,,,,,,
10-07-2024 21:43,2743,16.55792608,5.378038482,141.1512202,41.66538358,,,,,,,,,
10-07-2024 21:44,2744,16.61210645,5.274757176,141.4693488,41.31114567,,,,,,,,,
10-07-2024 21:45,2745,16.6664465,5.170169776,141.6661163,40.88556522,,,,,,,,,
10-07-2024 21:46,2746,16.72094522,5.064355202,141.7414458,41.13328467,,,,,,,,,
10-07-2024 21:47,2747,16.77560156,4.957393236,141.6954089,41.93967397,,,,,,,,,
10-07-2024 21:48,2748,16.83041447,4.849364468,141.5282257,41.34671465,,,,,,,,,
10-07-2024 21:49,2749,16.88538293,4.74035024,141.2402642,41.05758229,,,,,,,,,
10-07-2024 21:50,2750,16.94050587,4.630432591,140.83204,41.81056628,,,,,,,,,
10-07-2024 21:51,2751,16.99578226,4.519694199,140.3042157,41.60955251,,,,,,,,,
10-07-2024 21:52,2752,17.05121104,4.408218323,139.6576002,40.69159025,,,,,,,,,
10-07-2024 21:53,2753,17.10679115,4.296088751,138.8931475,40.92735812,,,,,,,,,
10-07-2024 21:54,2754,17.16252153,4.183389738,138.0119555,40.05453141,,,,,,,,,
10-07-2024 21:55,2755,17.21840113,4.070205948,137.0152649,41.26636369,,,,,,,,,
10-07-2024 21:56,2756,17.27442888,3.956622399,135.9044576,40.71558445,,,,,,,,,
10-07-2024 21:57,2757,17.33060371,3.842724401,134.681055,40.92051846,,,,,,,,,
10-07-2024 21:58,2758,17.38692456,3.728597501,133.346716,39.48017158,,,,,,,,,
10-07-2024 21:59,2759,17.44339034,3.614327421,131.9032351,40.15566664,,,,,,,,,
10-07-2024 22:00,2760,17.5,3.5,130.3525404,40.21904887,,,,,,,,,
10-07-2024 22:01,2761,17.55675244,3.511350489,128.6966907,38.91735852,,,,,,,,,
10-07-2024 22:02,2762,17.6136466,3.52272932,126.9378738,40.13560165,,,,,,,,,
10-07-2024 22:03,2763,17.67068138,3.534136276,125.0784029,39.46659043,,,,,,,,,
10-07-2024 22:04,2764,17.7278557,3.545571139,123.1207146,38.56205575,,,,,,,,,
10-07-2024 22:05,2765,17.78516847,3.557033693,121.0673655,38.98370287,,,,,,,,,
10-07-2024 22:06,2766,17.8426186,3.568523719,118.921029,39.26155794,,,,,,,,,
10-07-2024 22:07,2767,17.90020499,3.580040998,116.6844925,38.35991981,,,,,,,,,
10-07-2024 22:08,2768,17.95792656,3.591585312,114.3606534,38.5681803,,,,,,,,,
10-07-2024 22:09,2769,18.0157822,3.603156439,111.9525161,38.14057892,,,,,,,,,
10-07-2024 22:10,2770,18.0737708,3.61475416,109.463188,37.11812022,,,,,,,,,
10-07-2024 22:11,2771,18.13189127,3.626378255,106.8958757,38.17733222,,,,,,,,,
10-07-2024 22:12,2772,18.1901425,3.638028501,104.2538815,38.01207314,,,,,,,,,
10-07-2024 22:13,2773,18.24852338,3.649704677,101.5405988,37.91824839,,,,,,,,,
10-07-2024 22:14,2774,18.3070328,3.661406561,98.75950843,37.07730096,,,,,,,,,
10-07-2024 22:15,2775,18.36566965,3.673133929,95.91417412,37.03759933,,,,,,,,,
10-07-2024 22:16,2776,18.4244328,3.68488656,93.00823827,35.70473642,,,,,,,,,
10-07-2024 22:17,2777,18.48332114,3.696664228,90.04541753,36.34260335,,,,,,,,,
10-07-2024 22:18,2778,18.54233355,3.70846671,87.02949818,35.76905512,,,,,,,,,
10-07-2024 22:19,2779,18.6014689,3.72029378,83.9643316,35.59013204,,,,,,,,,
10-07-2024 22:20,2780,18.66072607,3.732145215,80.85382952,34.76600008,,,,,,,,,
10-07-2024 22:21,2781,18.72010394,3.744020787,77.70195928,35.57794038,,,,,,,,,
10-07-2024 22:22,2782,18.77960136,3.755920272,74.51273898,33.87933858,,,,,,,,,
10-07-2024 22:23,2783,18.83921721,3.767843442,71.29023259,34.52573515,,,,,,,,,
10-07-2024 22:24,2784,18.89895035,3.779790071,68.03854497,33.61297444,,,,,,,,,
10-07-2024 22:25,2785,18.95879965,3.79175993,64.7618169,34.81053741,,,,,,,,,
10-07-2024 22:26,2786,19.01876397,3.803752793,61.46422001,33.77635659,,,,,,,,,
10-07-2024 22:27,2787,19.07884215,3.815768431,58.14995171,33.09020716,,,,,,,,,
10-07-2024 22:28,2788,19.13903307,3.827806615,54.82323006,32.26504725,,,,,,,,,
10-07-2024 22:29,2789,19.19933558,10.23986712,51.48828861,33.53776377,,,,,,,,,
10-07-2024 22:30,2790,19.25974851,9.642909178,48.14937129,31.07288498,,,,,,,,,
10-07-2024 22:31,2791,19.32027074,9.103930968,48.30067685,32.86457291,,,,,,,,,
10-07-2024 22:32,2792,19.3809011,8.617416832,48.45225275,32.90024684,,,,,,,,,
10-07-2024 22:33,2793,19.44163844,8.178375982,48.60409609,32.84827952,,,,,,,,,
10-07-2024 22:34,2794,19.5024816,10.30049632,48.756204,33.27484157,,,,,,,,,
10-07-2024 22:35,2795,19.56342943,9.703645361,48.90857356,32.5350786,,,,,,,,,
10-07-2024 22:36,2796,19.62448076,9.164772971,49.06120189,33.05970248,,,,,,,,,
10-07-2024 22:37,2797,19.68563443,8.678363498,49.21408608,32.42281213,,,,,,,,,
10-07-2024 22:38,2798,19.74688928,8.239426151,49.3672232,32.32016242,,,,,,,,,
10-07-2024 22:39,2799,19.80824414,7.843445051,49.52061036,32.20105682,,,,,,,,,
10-07-2024 22:40,2800,19.86969785,7.486334041,49.67424463,32.57703782,,,,,,,,,
10-07-2024 22:41,2801,19.93124923,7.16439579,49.82812307,33.24798882,,,,,,,,,
10-07-2024 22:42,2802,19.99289711,6.874284793,49.98224278,33.54248053,,,,,,,,,
10-07-2024 22:43,2803,20.05464032,6.612973887,50.1366008,32.54521156,,,,,,,,,
10-07-2024 22:44,2804,20.11647768,4.023295537,50.29119421,32.12061279,,,,,,,,,
10-07-2024 22:45,2805,20.17840802,4.035681604,50.44602005,33.13072682,,,,,,,,,
10-07-2024 22:46,2806,20.24043015,4.048086031,50.60107538,32.70567289,,,,,,,,,
10-07-2024 22:47,2807,20.3025429,4.060508581,50.75635726,32.52647093,,,,,,,,,
10-07-2024 22:48,2808,20.36474508,4.072949017,50.91186271,31.98206473,,,,,,,,,
10-07-2024 22:49,2809,20.42703551,4.085407103,51.06758879,33.27385397,,,,,,,,,
10-07-2024 22:50,2810,20.48941301,4.097882601,51.22353252,32.62792523,,,,,,,,,
10-07-2024 22:51,2811,20.55187638,4.110375275,51.37969094,32.60427416,,,,,,,,,
10-07-2024 22:52,2812,20.61442443,4.122884886,51.53606107,32.89817467,,,,,,,,,
10-07-2024 22:53,2813,20.67705598,4.135411196,51.69263994,32.66145984,,,,,,,,,
10-07-2024 22:54,2814,20.73976983,4.147953966,51.84942457,33.41103316,,,,,,,,,
10-07-2024 22:55,2815,20.80256479,4.160512958,52.00641197,33.20284946,,,,,,,,,
10-07-2024 22:56,2816,20.86543966,4.173087933,52.16359916,32.4395474,,,,,,,,,
10-07-2024 22:57,2817,20.92839325,4.18567865,52.32098313,32.78695597,,,,,,,,,
10-07-2024 22:58,2818,20.99142436,4.198284872,52.4785609,32.47411718,,,,,,,,,
10-07-2024 22:59,2819,21.05453178,4.210906357,52.63632946,33.73485882,,,,,,,,,
10-07-2024 23:00,2820,21.11771432,4.223542865,52.79428581,32.45211494,,,,,,,,,
10-07-2024 23:01,2821,21.18097078,4.236194155,52.95242694,32.77744505,,,,,,,,,
10-07-2024 23:02,2822,21.24429994,4.248859988,53.11074985,33.0423543,,,,,,,,,
10-07-2024 23:03,2823,21.3077006,4.261540121,53.26925151,33.13670895,,,,,,,,,
10-07-2024 23:04,2824,21.37117157,4.274234313,53.42792892,33.24462305,,,,,,,,,
10-07-2024 23:05,2825,21.43471162,4.286942323,53.58677904,33.33132657,,,,,,,,,
10-07-2024 23:06,2826,21.49831954,4.299663908,53.74579886,33.30080826,,,,,,,,,
10-07-2024 23:07,2827,21.56199414,4.312398827,53.90498534,32.76145098,,,,,,,,,
10-07-2024 23:08,2828,21.62573418,4.325146837,54.06433546,32.72834209,,,,,,,,,
10-07-2024 23:09,2829,21.68953847,4.337907695,54.22384619,33.04424417,,,,,,,,,
10-07-2024 23:10,2830,21.75340579,4.350681158,54.38351448,32.77291081,,,,,,,,,
10-07-2024 23:11,2831,21.81733492,4.363466984,54.54333729,32.74355485,,,,,,,,,
10-07-2024 23:12,2832,21.88132464,4.376264928,54.70331159,32.88512075,,,,,,,,,
10-07-2024 23:13,2833,21.94537373,4.389074747,54.86343433,34.17085563,,,,,,,,,
10-07-2024 23:14,2834,22.00948098,4.401896197,55.02370246,33.91541936,,,,,,,,,
10-07-2024 23:15,2835,22.07364517,4.414729034,55.18411292,33.04765872,,,,,,,,,
10-07-2024 23:16,2836,22.13786507,4.427573014,55.34466267,32.15775337,,,,,,,,,
10-07-2024 23:17,2837,22.20213946,4.440427892,55.50534865,32.91964593,,,,,,,,,
10-07-2024 23:18,2838,22.26646712,4.453293424,55.66616779,33.67860333,,,,,,,,,
10-07-2024 23:19,2839,22.33084682,4.466169364,55.82711704,32.47964527,,,,,,,,,
10-07-2024 23:20,2840,22.39527733,4.479055467,55.98819334,33.5881741,,,,,,,,,
10-07-2024 23:21,2841,22.45975744,4.491951488,56.14939361,33.57996704,,,,,,,,,
10-07-2024 23:22,2842,22.52428591,4.504857182,56.31071478,33.34264814,,,,,,,,,
10-07-2024 23:23,2843,22.58886152,4.517772303,56.47215379,33.33907688,,,,,,,,,
10-07-2024 23:24,2844,22.65348302,4.530696605,56.63370756,32.9295004,,,,,,,,,
10-07-2024 23:25,2845,22.71814921,4.543629841,56.79537302,33.75412717,,,,,,,,,
10-07-2024 23:26,2846,22.78285883,4.556571767,56.95714708,33.58461444,,,,,,,,,
10-07-2024 23:27,2847,22.84761067,4.569522134,57.11902668,33.2133019,,,,,,,,,
10-07-2024 23:28,2848,22.91240349,4.582480697,57.28100871,33.08508283,,,,,,,,,
10-07-2024 23:29,2849,22.97723605,4.595447209,57.44309011,32.90486502,,,,,,,,,
10-07-2024 23:30,2850,23.04210712,4.608421423,57.60526779,33.71134012,,,,,,,,,
10-07-2024 23:31,2851,23.10701546,4.621403093,57.76753866,33.44847386,,,,,,,,,
10-07-2024 23:32,2852,23.17195985,4.63439197,57.92989962,33.47887698,,,,,,,,,
10-07-2024 23:33,2853,23.23693904,4.647387808,58.0923476,32.81707685,,,,,,,,,
10-07-2024 23:34,2854,23.30195179,4.660390359,58.25487948,33.0741347,,,,,,,,,
10-07-2024 23:35,2855,23.36699688,4.673399375,58.41749219,33.04381867,,,,,,,,,
10-07-2024 23:36,2856,23.43207305,4.68641461,58.58018263,34.05424227,,,,,,,,,
10-07-2024 23:37,2857,23.49717908,4.699435815,58.74294769,33.77980622,,,,,,,,,
10-07-2024 23:38,2858,23.56231371,4.712462742,58.90578428,33.57656404,,,,,,,,,
10-07-2024 23:39,2859,23.62747572,4.725495144,59.0686893,34.29494647,,,,,,,,,
10-07-2024 23:40,2860,23.69266386,4.738532772,59.23165965,34.24834865,,,,,,,,,
10-07-2024 23:41,2861,23.75787689,4.751575377,59.39469222,34.34313229,,,,,,,,,
10-07-2024 23:42,2862,23.82311356,4.764622713,59.55778391,33.69353,,,,,,,,,
10-07-2024 23:43,2863,23.88837265,4.777674529,59.72093162,33.13151347,,,,,,,,,
10-07-2024 23:44,2864,23.95365289,4.790730579,59.88413223,34.71610111,,,,,,,,,
10-07-2024 23:45,2865,24.01895306,4.803790612,60.04738265,34.14911703,,,,,,,,,
10-07-2024 23:46,2866,24.08427191,4.816854381,60.21067977,34.18364722,,,,,,,,,
10-07-2024 23:47,2867,24.14960819,4.829921637,60.37402047,34.27328957,,,,,,,,,
10-07-2024 23:48,2868,24.21496066,4.842992131,60.53740164,35.34128472,,,,,,,,,
10-07-2024 23:49,2869,24.28032807,4.856065614,60.70082018,33.93350112,,,,,,,,,
10-07-2024 23:50,2870,24.34570919,4.869141838,60.86427297,34.72615381,,,,,,,,,
10-07-2024 23:51,2871,24.41110276,4.882220553,61.02775691,33.60580077,,,,,,,,,
10-07-2024 23:52,2872,24.47650755,4.89530151,61.19126887,34.46392391,,,,,,,,,
10-07-2024 23:53,2873,24.5419223,4.90838446,61.35480575,34.9722322,,,,,,,,,
10-07-2024 23:54,2874,24.60734578,4.921469155,61.51836444,34.08123686,,,,,,,,,
10-07-2024 23:55,2875,24.67277672,4.934555345,61.68194181,33.16946425,,,,,,,,,
10-07-2024 23:56,2876,24.7382139,4.947642781,61.84553476,34.43664546,,,,,,,,,
10-07-2024 23:57,2877,24.80365607,4.960731213,62.00914017,34.06889868,,,,,,,,,
10-07-2024 23:58,2878,24.86910197,4.973820394,62.17275492,34.6236971,,,,,,,,,
10-07-2024 23:59,2879,24.93455036,4.986910072,62.3363759,33.99257812,,,,,,,,,
11-07-2024 00:00,2880,25,5,62.5,35.44379081,,,,,,,,,
11-07-2024 00:01,2881,25.62392665,5.13873928,66.15357377,34.74483989,,,,,,,,,
11-07-2024 00:02,2882,26.24768193,5.277392196,69.80289246,35.52833575,,,,,,,,,
11-07-2024 00:03,2883,26.87109453,5.415872446,73.44370616,35.07322208,,,,,,,,,
11-07-2024 00:04,2884,27.49399326,5.554093843,77.07177534,35.42445197,,,,,,,,,
11-07-2024 00:05,2885,28.11620704,5.691970378,80.68287596,35.80066738,,,,,,,,,
11-07-2024 00:06,2886,68.73756505,5.829416277,84.27280464,40.23890381,,,,,,,,,
11-07-2024 00:07,2887,65.55139341,5.966346062,87.83738381,41.27474423,,,,,,,,,
11-07-2024 00:08,2888,62.7262618,6.102674606,91.37246671,40.71863415,,,,,,,,,
11-07-2024 00:09,2889,60.22752894,6.238317194,94.87394253,40.49896441,,,,,,,,,
11-07-2024 00:10,2890,58.02383434,6.373189579,98.33774136,40.92513097,,,,,,,,,
11-07-2024 00:11,2891,56.08678617,6.50720804,101.7598392,41.78720286,,,,,,,,,
11-07-2024 00:12,2892,54.39067889,6.640289442,105.1362627,41.95606661,,,,,,,,,
11-07-2024 00:13,2893,52.9122377,6.772351287,108.4630942,42.31321925,,,,,,,,,
11-07-2024 00:14,2894,51.63038732,6.903311776,111.7364765,41.88625362,,,,,,,,,
11-07-2024 00:15,2895,50.52604277,7.033089863,114.9526173,43.24973559,,,,,,,,,
11-07-2024 00:16,2896,34.86674249,7.161605308,118.1077942,41.55462088,,,,,,,,,
11-07-2024 00:17,2897,35.4675219,7.288778735,121.1983587,40.80838733,,,,,,,,,
11-07-2024 00:18,2898,36.06543026,7.414531686,124.2207413,42.17613989,,,,,,,,,
11-07-2024 00:19,2899,36.66030406,7.538786672,127.1714553,42.14660884,,,,,,,,,
11-07-2024 00:20,2900,37.25198073,7.661467228,130.0471013,42.41351776,,,,,,,,,
11-07-2024 00:21,2901,37.84029867,7.782497967,132.8443713,42.85163828,,,,,,,,,
11-07-2024 00:22,2902,38.42509728,7.901804626,135.5600528,42.85571665,,,,,,,,,
11-07-2024 00:23,2903,39.00621704,8.019314122,138.1910323,44.02615469,,,,,,,,,
11-07-2024 00:24,2904,39.58349953,8.134954601,140.7342999,43.5561589,,,,,,,,,
11-07-2024 00:25,2905,40.1567875,8.248655484,143.1869521,43.87915746,,,,,,,,,
11-07-2024 00:26,2906,40.7259249,8.360347518,145.5461959,44.84334361,,,,,,,,,
11-07-2024 00:27,2907,41.29075695,8.469962824,147.8093518,45.84224533,,,,,,,,,
11-07-2024 00:28,2908,41.85113016,8.577434941,200,49.79439414,,,,,,,,,
11-07-2024 00:29,2909,42.40689238,8.682698871,200,49.48569659,,,,,,,,,
11-07-2024 00:30,2910,42.95789288,8.785691126,200,50.74428066,,,,,,,,,
11-07-2024 00:31,2911,43.50398235,8.886349772,200,50.33655438,,,,,,,,,
11-07-2024 00:32,2912,44.04501297,8.984614465,200,50.55413786,,,,,,,,,
11-07-2024 00:33,2913,44.58083845,9.080426501,200,50.38329055,,,,,,,,,
11-07-2024 00:34,2914,45.11131408,9.173728848,200,50.72530167,,,,,,,,,
11-07-2024 00:35,2915,45.63629676,9.264466192,200,50.67201986,,,,,,,,,
11-07-2024 00:36,2916,46.15564505,9.352584968,200,50.28909248,,,,,,,,,
11-07-2024 00:37,2917,46.66921922,9.438033402,200,50.96266409,,,,,,,,,
11-07-2024 00:38,2918,47.1768813,9.520761544,165.7188578,47.49170036,,,,,,,,,
11-07-2024 00:39,2919,47.67849507,9.6007213,166.6653665,47.20885847,,,,,,,,,
11-07-2024 00:40,2920,48.17392617,9.677866471,167.492582,47.44792815,,,,,,,,,
11-07-2024 00:41,2921,48.66304211,9.752152777,168.1996898,47.268546,,,,,,,,,
11-07-2024 00:42,2922,49.14571229,9.823537893,168.7860217,48.00647133,,,,,,,,,
11-07-2024 00:43,2923,49.62180806,9.891981473,169.2510564,48.11289817,,,,,,,,,
11-07-2024 00:44,2924,50.09120279,9.957445183,169.59442,47.94493454,,,,,,,,,
11-07-2024 00:45,2925,50.55377183,10.01989272,169.8158871,47.46959156,,,,,,,,,
11-07-2024 00:46,2926,51.00939263,10.07928985,169.9153802,47.08914221,,,,,,,,,
11-07-2024 00:47,2927,51.45794472,10.13560441,169.8929707,48.03295574,,,,,,,,,
11-07-2024 00:48,2928,51.89930978,10.18880635,169.7488779,48.30200704,,,,,,,,,
11-07-2024 00:49,2929,52.33337165,10.23886774,169.4834696,48.52790949,,,,,,,,,
11-07-2024 00:50,2930,52.76001639,10.28576281,169.0972608,48.78070739,,,,,,,,,
11-07-2024 00:51,2931,53.17913229,10.32946792,168.5909139,48.03139661,,,,,,,,,
11-07-2024 00:52,2932,53.59060993,10.36996165,167.9652372,47.40153936,,,,,,,,,
11-07-2024 00:53,2933,53.99434219,10.40722473,167.2211843,47.9054368,,,,,,,,,
11-07-2024 00:54,2934,54.39022428,10.44124013,166.3598528,49.21076487,,,,,,,,,
11-07-2024 00:55,2935,54.7781538,10.47199301,165.382483,48.88537961,,,,,,,,,
11-07-2024 00:56,2936,55.15803076,10.49947078,164.2904565,48.20884066,,,,,,,,,
11-07-2024 00:57,2937,55.52975757,10.52366308,163.0852943,47.69806739,,,,,,,,,
11-07-2024 00:58,2938,55.89323914,10.54456178,161.7686548,47.77500601,,,,,,,,,
11-07-2024 00:59,2939,56.24838285,10.562161,160.3423323,48.57263731,,,,,,,,,
11-07-2024 01:00,2940,56.5950986,10.57645714,158.8082546,47.70297651,,,,,,,,,
11-07-2024 01:01,2941,56.93329885,10.5874488,157.1684802,47.27867012,,,,,,,,,
11-07-2024 01:02,2942,57.26289861,10.5951369,155.4251964,47.99144804,,,,,,,,,
11-07-2024 01:03,2943,97.58381552,10.59952455,153.5807163,50.20256807,,,,,,,,,
11-07-2024 01:04,2944,94.08946654,10.60061717,151.6374762,50.13047533,,,,,,,,,
11-07-2024 01:05,2945,90.94851452,10.59842238,149.5980323,49.71202111,,,,,,,,,
11-07-2024 01:06,2946,88.12641364,10.59295007,147.465058,50.11925517,,,,,,,,,
11-07-2024 01:07,2947,85.59190117,10.58421236,145.2413401,48.86135495,,,,,,,,,
11-07-2024 01:08,2948,83.31668531,10.5722236,142.929776,47.79535445,,,,,,,,,
11-07-2024 01:09,2949,81.27516272,10.55700034,140.5333697,47.89046183,,,,,,,,,
11-07-2024 01:10,2950,79.44416301,10.53856136,138.0552285,47.5683175,,,,,,,,,
11-07-2024 01:11,2951,77.80271747,10.51692762,135.4985587,47.3480732,,,,,,,,,
11-07-2024 01:12,2952,76.33184983,10.49212226,132.8666625,47.03317988,,,,,,,,,
11-07-2024 01:13,2953,60.29920929,10.46417058,130.1629331,45.57646812,,,,,,,,,
11-07-2024 01:14,2954,60.51994412,10.43310002,127.390851,44.67837309,,,,,,,,,
11-07-2024 01:15,2955,60.73121842,10.39894015,124.5539799,44.27703568,,,,,,,,,
11-07-2024 01:16,2956,60.93298556,10.36172266,121.6559621,44.31841534,,,,,,,,,
11-07-2024 01:17,2957,61.12520175,10.3214813,118.7005139,44.13604415,,,,,,,,,
11-07-2024 01:18,2958,61.30782611,10.27825189,200,51.85794286,,,,,,,,,
11-07-2024 01:19,2959,61.48082064,10.23207229,200,51.31978159,,,,,,,,,
11-07-2024 01:20,2960,61.64415025,10.18298237,200,51.93776376,,,,,,,,,
11-07-2024 01:21,2961,61.79778276,10.13102396,195.2792756,52.12452612,,,,,,,,,
11-07-2024 01:22,2962,61.94168892,10.07624087,183.6349179,50.52587731,,,,,,,,,
11-07-2024 01:23,2963,62.07584242,10.01867882,172.7617827,50.10755589,,,,,,,,,
11-07-2024 01:24,2964,62.20021989,9.958385422,162.5873635,48.72587426,,,,,,,,,
11-07-2024 01:25,2965,62.31480091,9.895410148,153.0464807,47.2617087,,,,,,,,,
11-07-2024 01:26,2966,62.41956801,9.829804295,144.0805818,47.36751477,,,,,,,,,
11-07-2024 01:27,2967,62.51450667,9.761620947,135.6371094,45.35679644,,,,,,,,,
11-07-2024 01:28,2968,62.59960537,9.690914943,83.52339463,39.74381247,,,,,,,,,
11-07-2024 01:29,2969,62.67485551,9.617742833,80.18927282,40.42022612,,,,,,,,,
11-07-2024 01:30,2970,62.74025149,9.542162847,76.85062871,39.52136689,,,,,,,,,
11-07-2024 01:31,2971,62.79579067,9.464234848,77.00166106,39.89783027,,,,,,,,,
11-07-2024 01:32,2972,62.84147339,9.384020296,77.15241732,39.40180314,,,,,,,,,
11-07-2024 01:33,2973,62.87730296,9.301582201,77.30289461,39.95044833,,,,,,,,,
11-07-2024 01:34,2974,62.90328564,9.216985084,77.45309008,40.19973382,,,,,,,,,
11-07-2024 01:35,2975,62.91943069,9.130294929,77.60300087,40.28156198,,,,,,,,,
11-07-2024 01:36,2976,62.9257503,9.04157914,77.75262412,39.40285673,,,,,,,,,
11-07-2024 01:37,2977,62.92225964,8.950906495,77.90195697,39.30045163,,,,,,,,,
11-07-2024 01:38,2978,62.90897684,8.858347096,78.0509966,40.18057327,,,,,,,,,
11-07-2024 01:39,2979,62.88592296,8.763972323,78.19974016,39.79517695,,,,,,,,,
11-07-2024 01:40,2980,62.85312202,8.667854785,78.34818482,39.70853482,,,,,,,,,
11-07-2024 01:41,2981,62.81060097,8.570068269,78.49632775,39.92890039,,,,,,,,,
11-07-2024 01:42,2982,62.75838968,8.470687689,78.64416613,39.90212108,,,,,,,,,
11-07-2024 01:43,2983,62.69652093,8.369789037,78.79169715,40.1727771,,,,,,,,,
11-07-2024 01:44,2984,62.62503044,8.267449327,78.938918,40.22689558,,,,,,,,,
11-07-2024 01:45,2985,62.54395679,8.163746546,79.08582588,40.47129912,,,,,,,,,
11-07-2024 01:46,2986,62.45334147,8.058759597,79.23241799,39.84533785,,,,,,,,,
11-07-2024 01:47,2987,62.35322881,7.952568247,79.37869154,40.46633485,,,,,,,,,
11-07-2024 01:48,2988,62.24366602,7.845253072,79.52464374,40.25511499,,,,,,,,,
11-07-2024 01:49,2989,62.12470315,7.7368954,79.67027182,40.38969911,,,,,,,,,
11-07-2024 01:50,2990,61.99639306,7.627577256,79.815573,39.39056968,,,,,,,,,
11-07-2024 01:51,2991,61.85879145,7.517381307,79.96054451,39.88214215,,,,,,,,,
11-07-2024 01:52,2992,61.71195679,7.406390804,80.1051836,40.86997228,,,,,,,,,
11-07-2024 01:53,2993,61.55595032,7.294689524,80.24948752,39.22441751,,,,,,,,,
11-07-2024 01:54,2994,61.39083605,7.182361713,80.39345351,40.79243369,,,,,,,,,
11-07-2024 01:55,2995,61.21668072,7.069492029,80.53707883,40.75596682,,,,,,,,,
11-07-2024 01:56,2996,61.03355379,6.956165484,80.68036076,40.23298904,,,,,,,,,
11-07-2024 01:57,2997,60.8415274,6.842467384,80.82329656,39.17735655,,,,,,,,,
11-07-2024 01:58,2998,60.64067637,6.72848327,80.9658835,39.72521325,,,,,,,,,
11-07-2024 01:59,2999,60.43107818,6.614298863,81.10811889,40.2116325,,,,,,,,,
11-07-2024 02:00,3000,60.21281292,6.5,81.25,39.13337828,,,,,,,,,
11-07-2024 02:01,3001,59.98596328,6.511321931,81.39152414,40.12699683,,,,,,,,,
11-07-2024 02:02,3002,59.75061452,6.522615089,81.53268861,39.8345865,,,,,,,,,
11-07-2024 02:03,3003,59.50685447,6.533879258,81.67349073,39.48692425,,,,,,,,,
11-07-2024 02:04,3004,59.25477345,6.545114225,81.81392781,39.20177392,,,,,,,,,
11-07-2024 02:05,3005,58.99446429,6.556319774,81.95399718,40.48000315,,,,,,,,,
11-07-2024 02:06,3006,58.72602229,6.567495694,82.09369618,40.12710925,,,,,,,,,
11-07-2024 02:07,3007,58.44954518,6.578641771,82.23302214,39.64364828,,,,,,,,,
11-07-2024 02:08,3008,58.16513308,6.589757793,82.37197241,39.73009813,,,,,,,,,
11-07-2024 02:09,3009,57.87288851,6.600843548,82.51054435,39.56451344,,,,,,,,,
11-07-2024 02:10,3010,57.57291631,6.611898825,82.64873531,38.77949544,,,,,,,,,
11-07-2024 02:11,3011,57.26532364,6.622923414,200,52.03306925,,,,,,,,,
11-07-2024 02:12,3012,56.95021994,6.633917105,191.504454,50.61828045,,,,,,,,,
11-07-2024 02:13,3013,56.62771689,6.644879689,181.3086865,49.93531897,,,,,,,,,
11-07-2024 02:14,3014,56.29792839,6.655810956,172.0958234,48.27784139,,,,,,,,,
11-07-2024 02:15,3015,95.96097049,6.666710699,163.7722893,51.68606614,,,,,,,,,
11-07-2024 02:16,3016,91.81045813,6.67757871,156.253413,50.63410679,,,,,,,,,
11-07-2024 02:17,3017,88.01525156,6.688414783,149.4625811,49.93220376,,,,,,,,,
11-07-2024 02:18,3018,84.54100178,6.699218711,143.3304703,49.35356729,,,,,,,,,
11-07-2024 02:19,3019,81.35664221,6.709990288,137.7943543,47.41172294,,,,,,,,,
11-07-2024 02:20,3020,78.43407644,6.720729309,132.7974755,46.62141974,,,,,,,,,
11-07-2024 02:21,3021,75.74789581,6.73143557,84.14294463,41.5393732,,,,,,,,,
11-07-2024 02:22,3022,73.2751237,6.742108867,84.27636084,41.13120902,,,,,,,,,
11-07-2024 02:23,3023,70.99498429,6.752748997,84.40936246,42.53894127,,,,,,,,,
11-07-2024 02:24,3024,68.88869325,6.763355757,84.54194696,40.17860523,,,,,,,,,
11-07-2024 02:25,3025,52.22409069,6.773928945,84.67411181,40.71041204,,,,,,,,,
11-07-2024 02:26,3026,51.81651471,6.78446836,84.8058545,39.66001952,,,,,,,,,
11-07-2024 02:27,3027,51.40331813,6.794973802,84.93717252,39.27225776,,,,,,,,,
11-07-2024 02:28,3028,50.9846418,6.805445069,85.06806337,38.8669991,,,,,,,,,
11-07-2024 02:29,3029,50.56062822,6.815881964,85.19852455,39.23727061,,,,,,,,,
11-07-2024 02:30,3030,50.13142144,6.826284287,200,50.41389764,,,,,,,,,
11-07-2024 02:31,3031,49.69716705,6.83665184,194.0386382,50.74742527,,,,,,,,,
11-07-2024 02:32,3032,49.25801214,6.846984426,183.8349957,49.30951383,,,,,,,,,
11-07-2024 02:33,3033,48.81410523,6.857281848,174.6142096,48.86401807,,,,,,,,,
11-07-2024 02:34,3034,48.36559625,6.86754391,166.2827044,47.0063814,,,,,,,,,
11-07-2024 02:35,3035,47.91263646,6.877770417,158.7558094,46.42529279,,,,,,,,,
