EmployeeID,Total Hours Worked,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
1268,2050.8,3,3,33,0,1,2,29,4,1,0,1,1,2,31800,1.0,14,1,15.0,2,15,8,12,1.0,4.0,3.0
1269,1622.4,3,4,35,0,1,1,15,3,3,1,3,4,1,65490,1.0,20,0,9.0,3,9,1,8,2.0,1.0,2.0
1270,2185.3999999999996,2,3,35,0,2,0,3,2,1,0,1,2,1,63880,3.0,13,0,4.0,6,2,2,2,3.0,1.0,3.0
1271,1519.4,3,3,31,0,2,2,10,2,1,0,2,6,0,112440,3.0,12,1,10.0,3,7,1,7,4.0,4.0,2.0
1272,1850.6000000000001,3,3,37,0,2,2,4,3,2,1,4,1,0,160320,1.0,13,0,7.0,2,7,0,7,1.0,3.0,4.0
1273,2027.6000000000001,3,3,32,0,2,1,21,3,4,1,2,7,1,23620,1.0,11,0,9.0,2,9,7,8,1.0,4.0,3.0
1274,1553.4000000000003,3,3,38,0,1,1,25,3,3,1,2,4,2,163280,1.0,17,3,10.0,2,10,9,9,4.0,4.0,3.0
1275,2368.6,3,3,50,0,2,2,2,4,2,0,4,6,0,83760,5.0,14,3,29.0,2,27,13,8,2.0,3.0,2.0
1276,1720.9999999999998,3,3,59,0,2,1,1,3,5,1,1,2,2,166060,7.0,11,0,28.0,6,21,7,9,1.0,1.0,2.0
1277,1502.4,3,3,36,0,2,2,1,2,2,0,2,7,0,86060,1.0,14,2,17.0,3,17,12,8,3.0,3.0,3.0
1278,2021.9999999999998,3,3,55,0,2,1,7,3,3,1,3,6,0,22720,2.0,17,1,21.0,2,5,0,2,4.0,3.0,3.0
1279,1784.8000000000004,3,3,36,0,1,1,3,3,1,0,2,2,2,20180,1.0,13,0,6.0,5,6,0,3,2.0,2.0,3.0
1280,1695.6,3,3,45,0,2,1,1,2,3,0,1,7,0,70830,2.0,12,1,25.0,5,1,0,0,2.0,1.0,3.0
1281,1517.8000000000002,3,3,35,0,1,0,9,3,4,0,2,8,1,40840,4.0,13,1,5.0,3,3,1,2,2.0,1.0,2.0
1282,2215.0,4,3,36,1,2,2,7,2,1,1,4,2,1,144110,0.0,18,3,2.0,2,1,0,0,4.0,3.0,2.0
1283,1694.9999999999995,2,3,59,0,1,1,10,4,1,1,3,6,2,23080,7.0,19,1,20.0,4,4,1,3,1.0,3.0,2.0
1284,1948.3999999999999,3,3,29,0,2,1,28,4,1,0,1,8,1,48410,0.0,11,0,6.0,3,5,0,4,3.0,2.0,3.0
1285,1579.2000000000003,1,4,31,0,2,1,3,2,3,0,3,7,2,42850,1.0,21,1,1.0,2,1,1,0,3.0,2.0,3.0
1286,1865.3999999999999,2,3,32,0,2,2,3,4,1,1,2,4,1,97150,1.0,15,1,10.0,1,10,0,9,2.0,2.0,3.0
1287,1789.8,3,3,36,0,2,1,2,3,1,1,2,8,1,43200,3.0,17,0,5.0,2,1,0,0,2.0,4.0,3.0
1288,1526.8,3,3,31,0,2,1,27,3,3,0,2,5,2,21320,1.0,18,0,11.0,3,11,1,8,3.0,4.0,3.0
1289,1501.6000000000001,4,3,35,0,2,1,2,4,3,1,2,0,2,101240,0.0,14,1,16.0,2,15,2,8,3.0,1.0,3.0
1290,2216.3999999999996,1,3,45,0,2,0,14,3,0,0,1,7,1,54730,4.0,13,0,17.0,3,0,0,0,4.0,1.0,4.0
1291,1646.6,3,3,37,0,2,1,1,3,1,0,3,7,2,52070,4.0,17,3,16.0,3,5,0,2,1.0,3.0,4.0
1292,2572.8000000000006,3,3,46,0,2,1,9,3,3,1,3,3,0,164370,8.0,15,1,16.0,0,4,0,2,2.0,2.0,3.0
1293,2284.6000000000004,3,3,30,0,2,2,18,3,1,1,4,1,1,22960,1.0,18,1,10.0,2,10,3,0,4.0,4.0,2.0
1294,1969.8000000000002,3,3,35,0,2,1,20,4,1,0,3,1,2,40690,1.0,13,0,6.0,5,6,0,4,2.0,3.0,3.0
1295,1665.6,3,3,55,0,2,1,2,3,1,0,2,2,1,74410,3.0,12,1,24.0,4,1,1,0,1.0,4.0,3.0
1296,2198.9999999999995,4,3,38,0,0,2,11,1,2,1,2,2,0,24300,7.0,13,2,17.0,2,13,1,9,2.0,4.0,3.0
1297,1997.3999999999999,3,3,34,0,2,1,8,2,3,1,1,6,1,58780,1.0,14,0,5.0,1,5,1,3,1.0,2.0,3.0
1298,1574.4,3,3,56,0,2,0,2,1,3,1,2,7,2,26440,4.0,11,1,37.0,2,6,0,2,4.0,4.0,2.0
1299,1596.6000000000001,3,4,23,0,2,1,10,3,3,1,2,2,0,64390,3.0,22,3,3.0,2,0,0,0,3.0,1.0,3.0
1300,1691.3999999999999,2,3,51,0,2,1,29,4,1,0,5,4,1,24510,3.0,17,0,10.0,2,4,0,3,4.0,4.0,3.0
1301,1893.7999999999997,4,4,30,0,2,2,8,2,5,1,1,8,1,63920,1.0,21,1,11.0,2,11,10,8,3.0,4.0,3.0
1302,1555.3999999999999,3,4,46,1,2,2,1,2,3,0,2,6,2,97140,1.0,22,0,9.0,0,9,4,7,3.0,4.0,3.0
1303,1840.6,2,3,40,0,1,1,6,3,3,1,1,0,1,60770,1.0,16,2,22.0,2,22,11,11,3.0,2.0,2.0
1304,2513.7999999999997,3,3,51,0,2,1,8,4,1,0,5,8,2,24500,0.0,12,1,11.0,2,10,1,0,3.0,4.0,1.0
1305,2006.7999999999997,3,3,30,0,2,1,9,3,1,1,1,4,0,92500,1.0,12,3,11.0,0,11,2,7,3.0,2.0,2.0
1306,2245.9999999999995,3,3,46,0,1,1,12,1,3,1,1,2,1,20740,2.0,15,1,21.0,3,10,9,5,3.0,1.0,2.0
1307,1824.6000000000001,2,3,32,0,2,2,15,3,2,1,1,6,2,101690,1.0,14,0,12.0,6,11,5,7,2.0,3.0,3.0
1308,1884.3999999999999,2,4,54,0,2,1,25,1,3,0,1,2,1,48550,9.0,25,1,16.0,2,4,0,3,1.0,3.0,1.0
1309,1948.0,3,4,24,0,2,2,6,2,2,1,2,6,1,40870,0.0,20,3,4.0,1,3,0,2,1.0,3.0,2.0
1310,1489.6,2,3,28,0,0,2,9,4,3,1,2,2,1,23670,1.0,13,0,5.0,2,5,0,4,2.0,3.0,4.0
1311,1749.2,4,3,58,0,2,1,8,4,1,1,2,7,2,29720,0.0,14,0,38.0,2,37,1,8,4.0,3.0,2.0
1312,1685.8,2,3,44,0,0,1,23,2,3,0,1,6,1,195860,4.0,16,0,17.0,3,3,1,2,2.0,2.0,4.0
1313,2525.2,3,3,37,1,2,0,9,3,0,1,2,0,0,54840,2.0,17,0,7.0,4,3,0,2,3.0,1.0,3.0
1314,1971.0,2,3,32,0,2,0,12,2,0,0,1,8,2,20610,1.0,15,1,1.0,2,1,0,0,4.0,1.0,3.0
1315,2657.6000000000004,3,4,20,1,1,2,4,4,1,0,2,0,2,99240,1.0,22,0,1.0,3,1,1,0,4.0,4.0,3.0
1316,1893.1999999999998,2,4,34,0,2,1,1,4,4,1,4,2,2,41980,1.0,22,1,16.0,2,16,2,10,1.0,3.0,3.0
1317,1923.3999999999996,3,4,37,0,0,2,24,2,1,1,1,6,0,68150,5.0,20,1,17.0,3,1,0,0,3.0,4.0,4.0
1318,1798.6000000000001,3,3,59,0,0,1,12,2,1,1,2,7,1,47230,9.0,14,0,30.0,0,3,2,2,3.0,4.0,3.0
1319,2393.1999999999994,2,3,50,0,1,1,3,4,3,1,4,6,1,61420,3.0,13,2,28.0,3,8,0,7,1.0,2.0,2.0
1320,2128.2,2,3,25,1,2,2,10,1,2,1,2,5,2,82370,1.0,13,0,6.0,6,6,0,3,3.0,3.0,3.0
1321,1906.8,3,4,25,0,2,1,26,3,5,1,1,2,1,88530,1.0,22,1,2.0,3,2,2,1,4.0,4.0,3.0
1322,1556.2,3,3,22,0,2,1,2,1,1,1,1,8,2,193310,1.0,12,1,1.0,2,0,0,0,2.0,4.0,3.0
1323,1866.0,3,3,51,0,1,1,1,3,1,0,1,7,2,20730,3.0,14,1,23.0,4,13,12,8,1.0,1.0,2.0
1324,2042.0000000000002,3,3,34,1,1,0,4,4,1,0,5,7,2,55620,1.0,15,0,9.0,3,9,0,6,1.0,3.0,3.0
1325,2022.2000000000003,3,3,54,0,0,1,9,3,1,1,1,2,2,196130,2.0,17,0,23.0,5,5,4,4,4.0,4.0,3.0
1326,1616.4,3,3,24,0,2,1,2,1,1,1,2,2,1,34070,0.0,13,1,6.0,4,5,1,2,2.0,3.0,3.0
1327,1495.6000000000001,3,3,34,0,2,2,4,3,2,0,2,8,0,50630,6.0,12,1,12.0,2,1,0,0,3.0,2.0,3.0
1328,1550.0000000000005,3,3,37,0,2,2,6,1,5,1,1,2,2,46390,2.0,12,2,12.0,3,5,1,3,3.0,4.0,3.0
1329,1936.9999999999998,3,4,34,0,2,2,9,2,3,1,2,0,2,48760,2.0,21,1,14.0,3,11,5,8,3.0,1.0,3.0
1330,1984.6000000000001,3,3,36,0,1,0,7,3,3,1,1,6,1,26900,0.0,11,0,10.0,1,9,2,8,2.0,4.0,3.0
1331,1873.3999999999999,3,3,36,0,2,1,1,3,3,0,2,4,0,175670,5.0,13,0,7.0,6,1,0,0,1.0,4.0,3.0
1332,2168.7999999999997,3,3,43,0,1,1,3,4,1,1,1,7,1,24080,1.0,12,1,25.0,3,25,4,12,3.0,4.0,4.0
1333,1966.6000000000001,3,4,30,0,1,1,10,3,1,0,3,0,0,28140,1.0,24,0,10.0,2,10,0,9,1.0,3.0,2.0
1334,1670.6,3,4,33,0,0,2,7,3,1,1,2,7,1,112450,0.0,21,0,8.0,3,7,0,7,3.0,2.0,4.0
1335,2244.2,1,3,56,1,2,1,15,3,1,1,2,2,1,33120,9.0,19,0,7.0,1,5,4,3,2.0,2.0,3.0
1336,1657.3999999999999,3,3,51,0,2,1,3,2,4,0,2,8,2,190490,7.0,14,1,23.0,2,20,15,15,1.0,3.0,3.0
1337,2098.8000000000006,3,4,31,1,2,1,2,4,5,0,3,7,1,21410,4.0,20,0,12.0,2,7,7,7,2.0,3.0,2.0
1338,1905.5999999999995,2,3,26,0,2,2,17,3,3,0,2,3,1,57690,1.0,19,0,5.0,4,5,4,3,3.0,2.0,2.0
1339,1898.6,2,3,58,1,2,2,2,2,3,0,1,6,1,43850,1.0,13,1,40.0,2,40,15,6,4.0,4.0,2.0
1340,2344.6,3,4,19,1,2,1,5,2,1,1,1,3,2,53320,1.0,23,1,0.0,2,0,0,0,4.0,3.0,2.0
1341,1597.2000000000003,3,3,22,0,2,2,29,4,5,1,1,7,1,46630,0.0,13,1,3.0,1,2,2,1,3.0,4.0,3.0
1342,1798.2000000000003,2,3,49,0,2,1,2,3,1,0,1,7,1,47240,1.0,11,1,16.0,3,15,5,11,3.0,1.0,2.0
1343,1986.1999999999996,4,3,43,0,1,2,2,2,1,1,1,7,2,32110,4.0,13,0,18.0,2,3,1,2,2.0,3.0,3.0
1344,1763.6000000000001,4,3,50,0,1,1,19,4,1,1,2,7,2,53770,4.0,14,1,16.0,3,2,2,1,3.0,4.0,3.0
1345,2098.3999999999996,2,4,31,1,2,1,15,1,3,0,2,7,1,40660,3.0,22,0,4.0,2,2,2,2,2.0,3.0,3.0
1346,2026.6000000000001,1,3,41,0,2,1,17,2,4,1,1,4,0,52080,3.0,11,3,12.0,2,9,0,7,3.0,3.0,3.0
1347,1966.3999999999999,4,3,26,0,2,1,17,4,1,1,2,7,1,48770,1.0,13,1,8.0,5,8,5,7,3.0,3.0,3.0
1348,1695.9999999999995,4,4,36,0,2,0,25,1,0,1,2,6,0,31170,6.0,21,1,7.0,2,3,0,1,2.0,2.0,3.0
1349,1795.6000000000004,4,3,51,1,1,1,6,3,1,0,1,3,2,15690,2.0,11,0,18.0,2,4,0,3,1.0,4.0,3.0
1350,1968.6000000000001,4,3,39,0,2,1,7,3,1,0,1,6,1,196580,4.0,13,1,17.0,3,15,5,9,4.0,3.0,4.0
1351,1936.9999999999998,2,3,25,0,2,2,29,1,3,0,3,6,1,30690,2.0,14,1,6.0,3,2,2,2,1.0,3.0,3.0
1352,2495.6000000000004,3,3,30,0,2,1,21,1,3,1,2,2,1,104350,0.0,11,0,12.0,5,11,4,7,3.0,4.0,1.0
1353,1971.6000000000001,2,3,32,1,2,1,2,4,1,0,2,5,2,41480,7.0,15,0,10.0,0,5,0,4,1.0,1.0,4.0
1354,1823.8000000000004,3,4,45,0,2,1,2,1,5,0,2,0,2,57680,5.0,23,1,9.0,4,6,0,3,3.0,4.0,2.0
1355,2602.0,3,3,38,0,2,1,7,4,1,0,2,5,2,50420,3.0,16,1,19.0,4,3,2,2,4.0,3.0,3.0
1356,1647.1999999999998,4,3,30,0,2,2,13,3,2,0,2,2,2,57700,1.0,16,1,5.0,2,5,0,4,1.0,3.0,2.0
1357,1623.9999999999998,3,4,32,0,1,2,2,3,2,1,3,2,0,77560,0.0,21,0,9.0,3,8,0,7,4.0,4.0,4.0
1358,1688.7999999999997,3,3,30,0,2,1,1,3,3,0,3,7,0,103060,5.0,13,0,8.0,5,3,2,2,4.0,1.0,3.0
1359,1596.4,3,3,30,0,2,2,9,3,3,1,2,6,2,39360,0.0,11,1,6.0,3,5,1,2,2.0,4.0,3.0
1360,1813.6000000000001,2,3,41,0,1,2,10,2,3,0,3,4,0,79450,4.0,12,1,21.0,6,7,7,7,4.0,1.0,2.0
1361,1991.1999999999998,4,3,41,0,2,1,10,4,3,1,4,6,1,57430,2.0,12,3,7.0,2,5,1,4,3.0,1.0,3.0
1362,1603.7999999999997,2,3,19,0,2,1,1,3,4,0,5,4,2,152020,1.0,18,3,1.0,2,1,0,0,2.0,2.0,3.0
1363,1746.8000000000002,3,3,40,0,1,1,26,4,3,1,2,4,0,54400,1.0,12,1,20.0,2,20,2,13,2.0,2.0,3.0
1364,1841.0000000000002,3,3,35,0,2,2,8,1,2,0,3,2,1,37600,1.0,14,3,10.0,2,10,0,6,3.0,2.0,3.0
1365,2706.4000000000005,2,3,53,0,2,2,14,2,1,0,5,4,1,35170,2.0,12,1,13.0,1,7,4,5,2.0,3.0,1.0
1366,1676.7999999999997,3,3,45,0,2,2,1,4,5,1,1,6,0,25800,8.0,17,3,20.0,3,17,0,15,2.0,2.0,1.0
1367,1951.0,1,3,32,0,1,2,2,2,1,0,1,4,2,21660,1.0,19,1,9.0,4,9,3,7,2.0,4.0,3.0
1368,1521.6,4,3,29,0,0,1,10,4,5,1,3,0,1,58690,1.0,11,1,10.0,6,10,0,9,4.0,3.0,3.0
1369,1869.8000000000002,3,3,51,0,2,1,1,3,4,0,3,5,1,80080,2.0,15,1,10.0,4,1,0,0,2.0,3.0,3.0
1370,2490.2,1,3,58,0,2,2,3,3,2,0,1,6,1,52060,4.0,11,3,9.0,4,1,0,0,2.0,2.0,2.0
1371,1548.0000000000002,3,3,40,0,2,1,11,2,5,1,4,2,1,52950,7.0,18,0,15.0,4,12,2,11,3.0,4.0,2.0
1372,1739.2,3,3,34,0,1,2,24,4,2,1,2,4,1,164130,6.0,16,0,6.0,1,4,1,2,3.0,3.0,3.0
1373,1903.0,3,4,22,0,2,1,3,3,3,1,1,2,1,132690,1.0,25,1,2.0,2,2,2,2,3.0,4.0,3.0
1374,1566.4,4,3,27,0,0,1,3,3,3,1,1,0,0,27830,6.0,16,1,6.0,2,2,2,2,4.0,2.0,1.0
1375,1631.3999999999999,2,3,28,0,2,2,4,4,1,1,2,0,1,54330,1.0,13,1,5.0,4,5,0,2,3.0,4.0,1.0
1376,2702.3999999999996,3,3,57,0,2,1,3,3,1,1,2,4,0,20130,3.0,14,1,12.0,5,5,1,4,3.0,4.0,1.0
1377,2647.3999999999996,3,3,27,0,0,1,2,3,1,1,1,4,0,139660,1.0,19,0,1.0,1,1,0,1,3.0,3.0,2.0
1378,1552.8000000000004,4,3,50,0,2,1,4,3,1,0,2,4,2,43740,3.0,15,1,21.0,5,5,4,4,3.0,2.0,3.0
1379,1542.0000000000002,3,3,41,0,2,2,7,4,2,1,4,2,0,68420,4.0,12,1,13.0,3,9,1,8,1.0,3.0,3.0
1380,1704.0,2,3,30,0,2,0,1,4,0,0,1,3,1,174260,2.0,12,1,12.0,0,10,7,4,2.0,4.0,3.0
1381,1575.0000000000002,2,3,38,0,2,2,1,1,3,1,2,2,2,176030,4.0,16,0,12.0,0,8,0,7,1.0,4.0,4.0
1382,1722.8000000000002,3,3,32,0,2,1,20,3,3,0,1,4,2,45810,3.0,14,1,8.0,3,5,1,4,3.0,3.0,3.0
1383,2212.6,3,3,27,0,2,1,5,4,3,1,2,0,1,47350,0.0,13,0,6.0,2,5,1,1,3.0,2.0,2.0
1384,1856.8000000000002,3,4,19,1,1,1,10,2,1,1,2,0,2,41870,0.0,22,1,1.0,4,0,0,0,3.0,1.0,4.0
1385,1840.2,3,4,36,0,1,2,25,3,2,0,2,5,2,55050,4.0,21,2,13.0,3,8,7,2,4.0,2.0,2.0
1386,1685.8,3,3,30,0,0,2,1,3,3,0,1,7,0,54700,1.0,18,1,12.0,2,12,6,10,3.0,1.0,3.0
1387,2014.6000000000001,3,3,45,0,2,1,24,2,3,1,2,7,0,54760,4.0,13,1,9.0,3,5,0,3,3.0,1.0,4.0
1388,2066.2,2,3,56,0,2,1,4,3,1,1,4,3,0,25870,4.0,12,0,19.0,2,2,2,2,3.0,1.0,3.0
1389,1689.3999999999999,3,3,33,0,2,1,2,2,3,1,1,7,2,24400,0.0,18,3,4.0,4,3,0,2,3.0,4.0,4.0
1390,1790.2,3,4,19,1,2,1,8,2,1,1,2,7,2,159720,1.0,21,0,1.0,2,1,1,0,2.0,4.0,2.0
1391,1721.4,1,3,46,0,2,1,10,3,5,0,2,2,0,153790,1.0,12,0,24.0,1,24,15,7,2.0,1.0,3.0
1392,1971.6000000000001,4,3,38,0,2,2,4,4,1,1,1,4,2,70820,1.0,14,0,2.0,3,2,2,1,3.0,4.0,3.0
1393,2585.4,4,3,31,0,2,2,2,5,1,1,2,8,1,27280,8.0,11,0,7.0,3,4,0,2,3.0,4.0,3.0
1394,1556.6000000000004,3,3,34,0,2,2,9,3,2,0,2,3,2,53680,2.0,14,1,9.0,2,3,1,2,4.0,2.0,3.0
1395,2521.2,3,4,41,1,2,1,18,4,1,1,5,2,2,53470,1.0,24,1,4.0,1,4,0,2,2.0,2.0,2.0
1396,1682.6,2,3,50,0,2,2,19,4,2,1,3,7,1,31950,2.0,11,0,5.0,4,3,0,2,3.0,3.0,2.0
1397,1514.6,3,3,53,0,2,2,1,2,1,1,1,3,0,39890,1.0,13,0,5.0,2,4,1,3,4.0,1.0,3.0
1398,1863.0,1,3,33,0,2,1,4,3,1,1,1,1,1,33060,1.0,11,3,8.0,6,8,1,6,4.0,2.0,3.0
1399,1550.0000000000002,3,4,40,0,2,1,11,3,1,0,2,7,1,70050,1.0,20,2,21.0,2,20,9,9,4.0,3.0,3.0
1400,1523.2000000000003,2,3,55,0,2,1,6,1,1,0,2,2,2,26550,8.0,17,0,36.0,0,24,2,15,3.0,2.0,3.0
1401,1693.4000000000003,4,3,34,0,1,0,7,4,4,0,1,6,1,13930,1.0,11,2,10.0,4,10,1,9,4.0,3.0,2.0
1402,1848.4000000000003,3,3,51,0,2,0,4,2,0,1,2,8,2,25700,3.0,18,0,21.0,2,7,1,0,4.0,2.0,3.0
1403,1577.2000000000003,3,3,52,0,2,1,2,4,3,0,2,8,1,35370,0.0,11,1,34.0,3,33,11,9,3.0,3.0,3.0
1404,1883.6000000000001,3,3,27,0,2,2,15,3,2,1,1,6,2,39860,1.0,12,2,7.0,3,7,0,3,4.0,2.0,2.0
1405,2235.5999999999995,4,3,35,1,2,1,2,4,1,0,2,5,1,108830,3.0,12,0,8.0,3,1,0,1,2.0,3.0,3.0
1406,2003.4,2,4,43,0,0,1,6,2,3,1,1,0,0,20280,4.0,20,1,7.0,2,5,2,2,4.0,4.0,4.0
1407,1538.0000000000002,3,3,45,0,0,1,9,2,3,0,1,7,1,95250,9.0,19,0,22.0,3,20,11,8,1.0,4.0,3.0
1408,2536.0,1,3,37,0,2,1,7,3,1,0,1,6,1,29290,1.0,12,0,8.0,2,8,1,7,2.0,1.0,3.0
1409,1511.9999999999998,4,3,35,0,1,1,1,3,4,1,2,5,2,22750,5.0,13,0,10.0,2,6,1,2,2.0,2.0,3.0
1410,1598.6,3,3,42,0,0,1,1,1,5,1,2,7,0,78790,2.0,11,1,11.0,2,5,0,2,3.0,3.0,3.0
1411,1555.2000000000003,3,3,38,0,2,2,8,2,2,1,5,6,1,49300,9.0,14,0,14.0,0,1,0,0,4.0,3.0,3.0
1412,1810.4,4,3,38,0,2,0,25,1,0,0,1,4,1,78470,3.0,14,1,9.0,3,7,1,7,4.0,4.0,1.0
1413,1625.1999999999998,2,3,27,0,1,1,13,4,3,1,1,3,1,44010,5.0,13,0,6.0,4,2,2,0,3.0,1.0,3.0
1414,2379.4,3,3,49,0,0,1,23,1,4,0,2,7,0,92410,1.0,19,1,7.0,5,7,1,7,4.0,4.0,3.0
1415,2627.7999999999997,3,4,34,0,1,1,7,2,3,1,4,8,0,29740,1.0,23,0,5.0,2,5,2,0,4.0,3.0,4.0
1416,2585.7999999999993,2,3,40,0,2,1,23,3,3,0,1,2,1,45020,8.0,12,2,15.0,0,7,3,7,3.0,4.0,4.0
1417,2086.6000000000004,3,3,38,1,2,2,6,4,1,0,3,6,1,107480,7.0,15,0,17.0,3,1,0,0,2.0,1.0,3.0
1418,1664.6,3,3,29,1,2,2,10,2,1,0,2,6,1,15550,1.0,19,2,10.0,2,10,1,9,2.0,4.0,2.0
1419,2123.2,3,3,22,0,2,1,1,3,1,0,4,0,0,129360,1.0,11,2,4.0,3,4,2,2,4.0,2.0,2.0
1420,1871.9999999999998,3,3,36,0,1,1,1,3,1,0,2,2,2,23050,1.0,17,0,8.0,3,8,1,7,2.0,4.0,3.0
1421,1523.4,4,4,40,0,0,1,28,2,1,1,1,4,1,167040,9.0,22,0,5.0,2,3,0,2,4.0,4.0,1.0
1422,1504.8000000000004,3,3,46,0,2,1,25,1,3,1,5,6,0,34330,7.0,18,0,17.0,3,4,0,3,4.0,1.0,3.0
1423,1922.9999999999998,4,3,32,1,2,1,5,3,3,1,1,0,1,34770,1.0,11,0,14.0,2,14,9,8,4.0,4.0,2.0
1424,1978.8,2,3,30,0,0,1,17,4,1,1,2,0,2,64300,1.0,12,1,12.0,2,11,5,8,3.0,3.0,3.0
1425,1543.2,3,3,27,0,1,1,18,2,3,0,1,2,2,65160,1.0,19,1,7.0,4,7,0,7,4.0,3.0,3.0
1426,1661.1999999999998,3,3,51,0,2,1,2,1,3,0,1,4,1,39070,5.0,13,0,16.0,2,10,4,7,2.0,2.0,1.0
1427,2117.5999999999995,2,3,30,1,2,1,10,4,1,0,2,6,2,55620,5.0,13,0,8.0,3,5,0,4,4.0,1.0,3.0
1428,2253.4,2,3,41,0,2,1,1,3,1,1,2,1,2,68830,3.0,19,2,16.0,3,1,0,0,4.0,4.0,3.0
1429,1736.0000000000002,2,3,30,1,1,2,3,2,3,1,2,0,2,28620,5.0,14,0,9.0,2,6,0,1,3.0,1.0,2.0
1430,1930.8,2,3,29,1,2,1,2,3,1,1,1,7,2,49780,0.0,13,0,7.0,3,6,1,5,3.0,3.0,2.0
1431,1633.6,3,3,45,0,0,1,2,3,3,0,2,6,2,103680,6.0,12,2,23.0,2,19,12,8,4.0,4.0,3.0
1432,1607.8,2,3,54,0,2,2,8,2,2,0,2,2,1,61340,2.0,19,0,16.0,2,6,0,5,4.0,1.0,3.0
1433,1883.4,2,4,36,0,2,1,16,4,1,1,1,0,2,67350,8.0,25,2,16.0,3,13,3,7,4.0,2.0,4.0
1434,1859.6000000000001,3,4,33,0,2,2,9,1,4,0,3,7,1,32950,6.0,22,2,7.0,2,3,1,1,3.0,2.0,3.0
1435,2529.5999999999995,3,3,37,0,1,2,2,4,1,1,2,2,0,52380,1.0,15,1,10.0,5,10,0,7,2.0,4.0,3.0
1436,1711.9999999999998,3,3,38,0,2,1,1,2,3,1,4,2,0,64720,0.0,12,0,17.0,4,16,5,13,1.0,3.0,2.0
1437,1498.0,2,3,31,0,0,2,4,1,3,0,3,6,1,96100,0.0,11,1,6.0,2,5,1,4,3.0,3.0,3.0
1438,1543.4000000000003,3,3,59,0,2,1,5,3,1,0,3,3,1,198330,3.0,13,0,7.0,2,1,0,0,3.0,4.0,3.0
1439,1730.2,3,3,37,0,1,2,2,3,2,0,2,2,0,97560,4.0,19,0,13.0,2,9,5,8,1.0,4.0,3.0
1440,1571.4000000000003,3,3,29,0,1,2,15,4,3,0,1,7,1,49680,1.0,19,3,11.0,4,11,4,1,2.0,4.0,3.0
1441,1488.6000000000001,2,3,35,0,1,1,19,3,1,0,1,7,2,21450,1.0,13,0,10.0,6,10,0,8,3.0,3.0,4.0
1442,2082.4,3,4,29,1,2,1,7,1,1,0,1,6,2,21800,1.0,21,0,4.0,2,4,0,1,3.0,4.0,2.0
1443,1839.1999999999998,3,3,52,0,2,1,1,2,3,0,4,3,2,83460,7.0,14,0,6.0,5,2,2,2,3.0,4.0,2.0
1444,1597.6000000000001,3,3,42,0,2,1,7,4,1,0,2,7,1,34450,1.0,11,2,22.0,2,22,11,15,3.0,4.0,3.0
1445,1693.0000000000002,4,3,59,0,2,1,4,4,5,1,1,0,1,27600,8.0,11,0,7.0,3,2,2,2,2.0,3.0,2.0
1446,1909.3999999999999,4,4,50,0,2,1,11,2,1,1,2,7,0,62940,3.0,23,1,32.0,2,7,0,6,4.0,4.0,2.0
1447,2711.5999999999995,2,4,33,1,2,2,11,4,2,1,1,6,1,71400,5.0,21,0,8.0,2,5,0,4,3.0,4.0,1.0
1448,2319.6,3,4,43,0,2,2,1,3,2,0,2,4,1,29320,5.0,24,0,22.0,3,17,1,9,4.0,4.0,3.0
1449,1771.2,3,3,33,1,2,2,1,3,1,1,2,3,1,51470,7.0,11,0,13.0,2,9,1,7,1.0,1.0,4.0
1450,2192.0,2,3,52,0,0,1,2,3,5,1,1,7,2,45070,1.0,14,0,33.0,3,33,15,12,1.0,3.0,4.0
1451,1992.3999999999999,2,3,32,0,2,0,13,4,1,0,3,4,1,85640,2.0,16,1,6.0,2,4,1,2,3.0,2.0,3.0
1452,2536.2,3,3,32,1,2,2,23,1,1,1,3,0,2,24680,0.0,11,0,4.0,2,3,1,2,4.0,3.0,1.0
1453,1576.0000000000002,4,3,39,0,2,2,26,4,1,1,2,5,0,81610,7.0,12,1,7.0,2,3,1,2,3.0,3.0,3.0
1454,1559.6000000000001,2,3,32,0,0,2,2,4,2,1,4,6,1,21090,0.0,13,1,4.0,3,3,2,2,3.0,4.0,3.0
1455,1521.2,2,3,41,0,2,2,29,3,1,0,2,2,0,52940,2.0,15,0,17.0,3,1,0,0,3.0,1.0,2.0
1456,1844.6,2,3,40,0,2,1,2,3,1,1,1,4,0,27180,1.0,14,1,9.0,4,9,4,7,1.0,4.0,3.0
1457,1715.6000000000001,2,3,45,0,2,1,18,1,1,0,2,8,1,58110,0.0,14,0,25.0,4,24,1,7,3.0,4.0,3.0
1458,1820.6,4,3,31,0,1,1,7,4,3,1,1,6,0,24370,9.0,14,1,9.0,3,2,2,2,2.0,3.0,3.0
1459,1667.7999999999997,3,3,33,0,2,1,2,4,1,0,1,7,1,27660,1.0,12,1,2.0,2,2,0,2,3.0,4.0,2.0
