Attrition,Total Hours Worked,Age,Department,EducationField,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
0,1744.6000000000004,44.0,1.0,1.0,1.0,42620.0,7.0,18.0,26.0,2.0,22.0,3.0,10.0,2.0,2.0,3.0
0,2736.6,33.0,1.0,1.0,0.0,161840.0,0.0,13.0,10.0,2.0,9.0,0.0,8.0,4.0,3.0,3.0
0,2675.0,19.0,2.0,2.0,2.0,115570.0,1.0,22.0,1.0,0.0,1.0,0.0,1.0,2.0,4.0,3.0
0,1862.0,23.0,2.0,3.0,1.0,18780.0,1.0,13.0,1.0,2.0,1.0,0.0,1.0,4.0,3.0,3.0
1,2289.8,25.0,1.0,1.0,2.0,109320.0,1.0,11.0,1.0,3.0,1.0,1.0,0.0,3.0,4.0,3.0
0,2155.4,26.0,0.0,1.0,2.0,68110.0,1.0,11.0,8.0,4.0,8.0,2.0,2.0,3.0,4.0,2.0
1,2460.0,45.0,0.0,0.0,2.0,43060.0,2.0,11.0,26.0,3.0,24.0,1.0,11.0,1.0,2.0,3.0
0,2399.8,55.0,1.0,1.0,0.0,48590.0,1.0,24.0,34.0,3.0,33.0,15.0,0.0,4.0,2.0,3.0
1,1891.6000000000004,21.0,1.0,3.0,2.0,53370.0,1.0,14.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0
0,1716.7999999999995,46.0,1.0,1.0,1.0,23400.0,2.0,13.0,26.0,2.0,11.0,0.0,8.0,4.0,2.0,3.0
0,2217.0,34.0,2.0,3.0,2.0,74910.0,0.0,14.0,4.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0
0,2736.0,51.0,1.0,1.0,0.0,105270.0,4.0,14.0,31.0,3.0,29.0,11.0,10.0,4.0,2.0,2.0
0,1642.4,59.0,1.0,1.0,2.0,165950.0,6.0,21.0,25.0,2.0,9.0,5.0,4.0,4.0,4.0,2.0
0,1676.4,34.0,2.0,3.0,0.0,88340.0,4.0,13.0,15.0,1.0,11.0,5.0,10.0,3.0,2.0,4.0
0,2583.2,28.0,1.0,4.0,2.0,55770.0,0.0,19.0,5.0,3.0,4.0,0.0,2.0,4.0,3.0,2.0
0,1942.6,44.0,1.0,1.0,0.0,47070.0,1.0,17.0,26.0,4.0,25.0,14.0,13.0,3.0,1.0,2.0
0,1863.4,34.0,2.0,1.0,1.0,24000.0,4.0,18.0,14.0,3.0,10.0,1.0,8.0,3.0,2.0,4.0
0,2610.2,35.0,1.0,1.0,1.0,98240.0,0.0,19.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0
0,2342.8,42.0,1.0,1.0,1.0,64470.0,6.0,13.0,18.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0
0,1590.6,43.0,1.0,3.0,2.0,195020.0,3.0,18.0,23.0,3.0,21.0,15.0,17.0,4.0,4.0,4.0
0,2638.4,36.0,1.0,3.0,2.0,27250.0,9.0,21.0,18.0,4.0,16.0,5.0,12.0,3.0,2.0,3.0
1,1496.4,44.0,1.0,1.0,1.0,62720.0,1.0,19.0,10.0,3.0,10.0,0.0,5.0,1.0,4.0,3.0
0,2408.2,28.0,1.0,1.0,1.0,21270.0,1.0,14.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0
0,1725.9999999999995,51.0,2.0,3.0,2.0,182000.0,0.0,17.0,8.0,3.0,7.0,7.0,7.0,2.0,3.0,2.0
0,2371.4,30.0,1.0,4.0,2.0,20960.0,7.0,11.0,10.0,2.0,8.0,1.0,7.0,3.0,3.0,3.0
1,2090.8,29.0,1.0,5.0,0.0,28860.0,3.0,13.0,10.0,4.0,7.0,7.0,7.0,2.0,3.0,3.0
0,1705.7999999999995,28.0,2.0,1.0,2.0,20330.0,2.0,15.0,5.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0
0,1982.6,25.0,1.0,1.0,2.0,36220.0,1.0,25.0,2.0,0.0,2.0,2.0,1.0,4.0,2.0,2.0
0,1696.2,32.0,1.0,4.0,1.0,42330.0,1.0,11.0,10.0,5.0,10.0,0.0,8.0,3.0,4.0,4.0
0,1497.1999999999998,45.0,1.0,3.0,2.0,36810.0,3.0,17.0,22.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0
0,2093.2,39.0,2.0,2.0,0.0,54600.0,6.0,13.0,21.0,3.0,19.0,15.0,2.0,3.0,2.0,3.0
0,1498.9999999999998,58.0,1.0,4.0,0.0,21870.0,1.0,18.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0
1,1618.9999999999998,32.0,1.0,5.0,1.0,96020.0,1.0,13.0,10.0,3.0,10.0,1.0,1.0,4.0,3.0,3.0
1,1931.8,39.0,1.0,1.0,2.0,28360.0,0.0,20.0,6.0,3.0,5.0,0.0,3.0,3.0,1.0,3.0
0,1553.2,30.0,2.0,2.0,1.0,40890.0,0.0,18.0,10.0,2.0,9.0,6.0,7.0,1.0,4.0,3.0
0,1681.4,36.0,2.0,2.0,1.0,166270.0,3.0,12.0,10.0,5.0,7.0,1.0,7.0,4.0,3.0,3.0
0,1916.4,46.0,2.0,3.0,2.0,26190.0,6.0,12.0,10.0,3.0,7.0,5.0,7.0,4.0,1.0,4.0
0,1992.4,28.0,1.0,3.0,1.0,56790.0,0.0,13.0,10.0,2.0,9.0,7.0,5.0,3.0,4.0,3.0
0,2585.9999999999995,50.0,1.0,3.0,1.0,154020.0,4.0,21.0,25.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0
1,2433.2000000000007,40.0,2.0,4.0,2.0,59850.0,2.0,13.0,9.0,1.0,5.0,1.0,0.0,4.0,2.0,3.0
1,2472.8,52.0,1.0,5.0,2.0,25790.0,9.0,19.0,10.0,1.0,8.0,7.0,7.0,2.0,2.0,2.0
0,2589.5999999999995,30.0,1.0,3.0,1.0,30410.0,1.0,11.0,9.0,2.0,9.0,0.0,8.0,2.0,1.0,3.0
0,1500.4,39.0,1.0,3.0,2.0,34470.0,0.0,14.0,9.0,5.0,8.0,1.0,7.0,1.0,3.0,3.0
0,2506.4,31.0,1.0,3.0,0.0,195130.0,1.0,12.0,10.0,1.0,10.0,9.0,6.0,4.0,3.0,2.0
0,1932.8,41.0,2.0,1.0,2.0,27730.0,1.0,11.0,19.0,3.0,19.0,11.0,9.0,3.0,2.0,3.0
1,2264.6000000000004,31.0,1.0,1.0,2.0,71040.0,1.0,14.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0
1,1490.2,44.0,2.0,1.0,1.0,63220.0,4.0,11.0,10.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0
0,2414.4,42.0,1.0,1.0,1.0,20830.0,0.0,12.0,21.0,3.0,20.0,2.0,10.0,3.0,3.0,2.0
0,1640.5999999999997,55.0,2.0,5.0,1.0,83810.0,4.0,15.0,23.0,3.0,19.0,9.0,11.0,4.0,3.0,3.0
0,1989.6,56.0,2.0,3.0,2.0,26910.0,6.0,16.0,36.0,6.0,7.0,7.0,7.0,4.0,2.0,3.0
0,1821.8,40.0,1.0,1.0,0.0,42860.0,9.0,15.0,6.0,6.0,4.0,0.0,0.0,3.0,3.0,3.0
0,1841.8,34.0,1.0,5.0,0.0,26590.0,0.0,24.0,10.0,2.0,9.0,1.0,6.0,4.0,4.0,2.0
0,1476.8,40.0,2.0,3.0,2.0,94340.0,1.0,13.0,9.0,3.0,9.0,8.0,8.0,3.0,4.0,3.0
0,1915.2,41.0,2.0,4.0,0.0,55610.0,0.0,11.0,10.0,2.0,9.0,1.0,7.0,3.0,1.0,3.0
0,2365.8,35.0,2.0,5.0,2.0,66460.0,1.0,13.0,9.0,2.0,9.0,1.0,1.0,3.0,3.0,3.0
0,2367.2000000000003,51.0,2.0,1.0,0.0,77250.0,1.0,13.0,33.0,2.0,33.0,0.0,10.0,3.0,2.0,3.0
0,1633.4,38.0,2.0,1.0,0.0,107250.0,3.0,18.0,11.0,5.0,7.0,1.0,7.0,2.0,1.0,3.0
0,1816.0,34.0,2.0,1.0,2.0,88470.0,1.0,16.0,10.0,3.0,10.0,9.0,6.0,3.0,1.0,4.0
0,1574.4,25.0,1.0,3.0,1.0,20450.0,3.0,19.0,7.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0
1,2125.6,58.0,2.0,5.0,1.0,10090.0,7.0,13.0,31.0,3.0,10.0,5.0,9.0,3.0,1.0,2.0
0,1528.2,40.0,1.0,3.0,1.0,33480.0,3.0,22.0,7.0,2.0,4.0,0.0,3.0,2.0,2.0,3.0
0,1523.4,36.0,2.0,1.0,1.0,12810.0,2.0,11.0,17.0,2.0,15.0,6.0,13.0,1.0,1.0,2.0
0,1898.2,48.0,1.0,1.0,2.0,28190.0,1.0,20.0,11.0,2.0,10.0,0.0,8.0,4.0,4.0,3.0
0,1770.6,27.0,1.0,1.0,1.0,48510.0,8.0,18.0,5.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0
0,1862.2,51.0,1.0,3.0,2.0,40280.0,3.0,14.0,29.0,3.0,5.0,0.0,3.0,4.0,2.0,2.0
0,1962.8,18.0,1.0,3.0,2.0,27200.0,1.0,22.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0
0,1780.8000000000002,35.0,1.0,4.0,1.0,81200.0,0.0,13.0,10.0,2.0,9.0,0.0,0.0,4.0,4.0,3.0
0,1823.4,27.0,1.0,3.0,2.0,46470.0,3.0,17.0,8.0,3.0,6.0,0.0,0.0,4.0,4.0,3.0
1,2170.0,55.0,1.0,5.0,2.0,46800.0,6.0,14.0,24.0,0.0,19.0,3.0,8.0,1.0,3.0,2.0
0,2577.2000000000003,56.0,1.0,1.0,1.0,32210.0,4.0,15.0,33.0,2.0,19.0,15.0,9.0,4.0,2.0,3.0
0,1591.9999999999998,34.0,2.0,1.0,0.0,86210.0,1.0,17.0,5.0,1.0,5.0,0.0,0.0,1.0,3.0,3.0
0,1611.2,40.0,1.0,1.0,0.0,45770.0,5.0,11.0,15.0,3.0,12.0,11.0,8.0,2.0,3.0,3.0
0,1794.6,34.0,1.0,1.0,1.0,45530.0,4.0,18.0,10.0,2.0,8.0,7.0,7.0,2.0,3.0,3.0
1,1922.8,31.0,1.0,3.0,2.0,53960.0,7.0,17.0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,4.0
1,2278.4,35.0,1.0,3.0,1.0,67960.0,0.0,13.0,5.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0
0,1586.8000000000004,38.0,1.0,3.0,0.0,76250.0,1.0,15.0,4.0,2.0,4.0,0.0,3.0,4.0,3.0,3.0
0,1978.2,34.0,1.0,4.0,2.0,74120.0,1.0,24.0,14.0,4.0,14.0,4.0,11.0,3.0,4.0,4.0
0,1674.1999999999998,28.0,1.0,1.0,1.0,111590.0,1.0,12.0,5.0,2.0,5.0,0.0,4.0,3.0,1.0,3.0
1,2719.0000000000005,31.0,1.0,1.0,1.0,49600.0,1.0,15.0,10.0,3.0,10.0,6.0,7.0,4.0,3.0,2.0
0,2554.8,39.0,1.0,5.0,1.0,104750.0,3.0,11.0,8.0,3.0,5.0,1.0,4.0,1.0,4.0,4.0
0,1771.8,51.0,1.0,3.0,1.0,148140.0,2.0,11.0,14.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0
0,2651.7999999999997,41.0,1.0,1.0,0.0,191410.0,3.0,12.0,12.0,2.0,6.0,3.0,3.0,4.0,4.0,2.0
0,2592.8,37.0,1.0,3.0,1.0,54050.0,7.0,15.0,8.0,3.0,6.0,1.0,3.0,3.0,3.0,3.0
0,1931.6,33.0,1.0,3.0,1.0,87930.0,6.0,17.0,8.0,2.0,5.0,1.0,2.0,2.0,4.0,4.0
0,2601.6,32.0,1.0,3.0,1.0,191890.0,0.0,12.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0
0,1639.7999999999995,39.0,1.0,1.0,1.0,38750.0,3.0,15.0,13.0,3.0,6.0,0.0,5.0,3.0,3.0,3.0
0,1807.4,25.0,1.0,1.0,1.0,22160.0,2.0,13.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0
0,2282.4,52.0,1.0,1.0,1.0,117130.0,2.0,14.0,24.0,2.0,5.0,0.0,2.0,4.0,3.0,2.0
0,2425.6000000000004,43.0,1.0,3.0,2.0,78610.0,1.0,14.0,20.0,1.0,20.0,1.0,8.0,1.0,3.0,1.0
0,2580.0,27.0,1.0,1.0,1.0,37080.0,1.0,16.0,6.0,2.0,6.0,4.0,4.0,4.0,4.0,3.0
1,2499.4,27.0,1.0,1.0,2.0,137700.0,1.0,18.0,8.0,3.0,8.0,7.0,7.0,4.0,3.0,3.0
0,1560.6,26.0,1.0,4.0,2.0,53040.0,0.0,20.0,5.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0
0,1522.6,42.0,2.0,2.0,1.0,26420.0,0.0,13.0,21.0,3.0,20.0,0.0,9.0,3.0,1.0,3.0
0,1598.2000000000005,52.0,1.0,1.0,1.0,27590.0,9.0,18.0,12.0,6.0,5.0,0.0,4.0,3.0,1.0,1.0
0,1877.6,37.0,1.0,1.0,2.0,68040.0,4.0,13.0,8.0,1.0,3.0,0.0,2.0,1.0,3.0,3.0
0,1908.2,35.0,1.0,3.0,2.0,61420.0,2.0,15.0,10.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0
0,1987.0,25.0,1.0,3.0,1.0,25000.0,4.0,14.0,7.0,2.0,3.0,0.0,2.0,1.0,4.0,2.0
0,1699.7999999999995,26.0,1.0,1.0,2.0,63890.0,0.0,22.0,8.0,2.0,7.0,0.0,7.0,3.0,1.0,3.0
0,1561.0,29.0,2.0,1.0,2.0,111030.0,1.0,12.0,10.0,5.0,10.0,0.0,9.0,2.0,1.0,2.0
1,1765.6,49.0,2.0,3.0,2.0,23420.0,3.0,18.0,20.0,2.0,4.0,1.0,3.0,1.0,1.0,3.0
1,2137.2,29.0,2.0,2.0,2.0,68110.0,0.0,15.0,9.0,2.0,8.0,7.0,7.0,3.0,4.0,3.0
0,1544.6000000000004,54.0,2.0,3.0,2.0,22970.0,6.0,18.0,29.0,2.0,20.0,12.0,7.0,4.0,4.0,2.0
0,2645.6000000000004,58.0,2.0,1.0,1.0,24500.0,3.0,12.0,32.0,2.0,9.0,1.0,5.0,4.0,1.0,3.0
0,1855.2,55.0,1.0,1.0,0.0,50930.0,2.0,16.0,31.0,3.0,7.0,0.0,0.0,2.0,4.0,4.0
0,2326.4,36.0,1.0,3.0,2.0,53090.0,3.0,13.0,15.0,5.0,5.0,0.0,1.0,1.0,2.0,3.0
1,1828.8,31.0,2.0,1.0,2.0,30570.0,1.0,19.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0
0,1875.2,30.0,2.0,1.0,0.0,51210.0,7.0,13.0,8.0,4.0,3.0,0.0,2.0,4.0,1.0,3.0
0,1812.0,31.0,1.0,3.0,2.0,168560.0,3.0,12.0,9.0,3.0,3.0,1.0,0.0,1.0,2.0,4.0
0,1892.6,34.0,2.0,2.0,0.0,26860.0,5.0,11.0,10.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0
1,1985.2,31.0,2.0,5.0,2.0,61800.0,1.0,14.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0
0,1790.8,27.0,0.0,3.0,1.0,66320.0,0.0,16.0,6.0,3.0,5.0,1.0,4.0,2.0,1.0,4.0
0,1572.6,36.0,2.0,2.0,2.0,35050.0,1.0,12.0,10.0,2.0,10.0,1.0,8.0,1.0,4.0,2.0
0,1837.2,36.0,1.0,4.0,1.0,63970.0,4.0,14.0,11.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0
0,1934.2,47.0,1.0,1.0,1.0,62740.0,7.0,14.0,17.0,0.0,6.0,1.0,2.0,1.0,4.0,2.0
1,1803.8,25.0,2.0,1.0,1.0,198590.0,3.0,19.0,6.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0
0,1897.4,37.0,2.0,3.0,2.0,75870.0,0.0,22.0,7.0,5.0,6.0,1.0,3.0,3.0,3.0,1.0
0,1624.8,56.0,1.0,4.0,1.0,42580.0,2.0,16.0,5.0,2.0,3.0,1.0,0.0,1.0,1.0,4.0
0,1574.4,47.0,1.0,3.0,1.0,43640.0,3.0,11.0,26.0,3.0,20.0,5.0,6.0,1.0,3.0,4.0
0,2397.2,24.0,1.0,4.0,1.0,43350.0,1.0,15.0,5.0,5.0,5.0,0.0,3.0,4.0,3.0,3.0
0,1879.8,32.0,2.0,2.0,1.0,53260.0,4.0,14.0,7.0,2.0,4.0,0.0,3.0,4.0,4.0,2.0
0,1532.2,34.0,1.0,3.0,1.0,32800.0,5.0,13.0,7.0,3.0,5.0,0.0,2.0,4.0,2.0,2.0
0,2607.0,41.0,1.0,3.0,1.0,54850.0,2.0,17.0,7.0,2.0,4.0,0.0,3.0,2.0,3.0,2.0
0,1585.8,40.0,2.0,1.0,0.0,43420.0,3.0,11.0,11.0,6.0,8.0,0.0,7.0,3.0,3.0,4.0
0,1659.4,31.0,1.0,3.0,0.0,27820.0,1.0,19.0,13.0,5.0,13.0,9.0,9.0,1.0,4.0,3.0
1,1658.0,46.0,1.0,3.0,0.0,59800.0,4.0,11.0,28.0,2.0,7.0,4.0,3.0,1.0,4.0,4.0
1,2337.9999999999995,39.0,1.0,3.0,2.0,43810.0,2.0,15.0,11.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0
1,1682.4,31.0,2.0,3.0,2.0,25720.0,1.0,13.0,10.0,3.0,10.0,4.0,7.0,3.0,2.0,3.0
0,2616.0000000000005,45.0,2.0,2.0,0.0,38330.0,2.0,14.0,24.0,1.0,7.0,0.0,7.0,2.0,1.0,3.0
0,1642.9999999999998,31.0,1.0,1.0,2.0,42440.0,9.0,13.0,8.0,3.0,3.0,0.0,2.0,4.0,2.0,3.0
1,2551.4,31.0,1.0,1.0,1.0,65000.0,6.0,23.0,7.0,5.0,2.0,2.0,2.0,2.0,4.0,1.0
0,2643.2,45.0,1.0,1.0,1.0,184300.0,4.0,12.0,10.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0
0,1774.0000000000005,48.0,1.0,5.0,0.0,16010.0,4.0,12.0,15.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0
1,1839.8,34.0,1.0,3.0,1.0,26940.0,1.0,16.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0
0,1999.2,40.0,1.0,4.0,0.0,31490.0,2.0,15.0,16.0,1.0,9.0,4.0,8.0,4.0,2.0,3.0
0,1613.8000000000002,28.0,1.0,5.0,2.0,176390.0,0.0,13.0,6.0,0.0,5.0,1.0,3.0,4.0,1.0,3.0
0,1645.4,44.0,1.0,1.0,2.0,23190.0,3.0,18.0,7.0,4.0,5.0,0.0,3.0,3.0,3.0,3.0
0,1714.7999999999995,53.0,1.0,5.0,2.0,116910.0,4.0,20.0,35.0,2.0,9.0,8.0,8.0,4.0,2.0,2.0
0,1681.4,49.0,1.0,1.0,1.0,53240.0,2.0,19.0,20.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0
0,1621.4,40.0,1.0,1.0,0.0,167520.0,2.0,18.0,8.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0
0,1724.4,44.0,1.0,4.0,2.0,52280.0,1.0,13.0,6.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0
0,1814.6,33.0,0.0,3.0,1.0,27000.0,0.0,14.0,5.0,2.0,4.0,0.0,3.0,4.0,1.0,3.0
0,1709.0,34.0,1.0,1.0,2.0,192460.0,3.0,15.0,15.0,5.0,13.0,3.0,12.0,4.0,1.0,3.0
0,1509.0,30.0,2.0,5.0,1.0,25060.0,8.0,22.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0
0,1832.6,42.0,1.0,3.0,2.0,60620.0,1.0,22.0,12.0,2.0,12.0,5.0,8.0,1.0,4.0,3.0
0,1891.8,44.0,1.0,1.0,1.0,43820.0,7.0,16.0,11.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0
0,1523.4,30.0,1.0,1.0,0.0,21430.0,1.0,17.0,1.0,2.0,1.0,0.0,0.0,3.0,3.0,2.0
0,1892.0,57.0,2.0,1.0,1.0,61620.0,0.0,14.0,13.0,5.0,12.0,2.0,8.0,2.0,3.0,2.0
0,1702.5999999999997,49.0,1.0,5.0,0.0,50940.0,3.0,15.0,29.0,5.0,8.0,0.0,7.0,3.0,2.0,3.0
0,1571.0,34.0,1.0,3.0,0.0,68770.0,7.0,20.0,16.0,3.0,14.0,6.0,9.0,2.0,1.0,2.0
1,1615.8000000000002,28.0,1.0,3.0,1.0,22740.0,3.0,20.0,5.0,5.0,3.0,1.0,2.0,1.0,3.0,4.0
1,1927.8,29.0,1.0,3.0,2.0,44340.0,2.0,17.0,7.0,1.0,5.0,0.0,0.0,1.0,2.0,1.0
1,2125.8,34.0,1.0,3.0,2.0,62880.0,0.0,15.0,16.0,2.0,15.0,10.0,10.0,1.0,2.0,4.0
0,1637.8,35.0,2.0,4.0,1.0,25530.0,1.0,14.0,1.0,4.0,1.0,0.0,0.0,4.0,3.0,3.0
1,2124.6,24.0,2.0,1.0,2.0,76540.0,2.0,17.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0
0,1825.8,24.0,1.0,1.0,1.0,51600.0,1.0,17.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,3.0
0,2568.2000000000003,44.0,1.0,3.0,2.0,171590.0,5.0,22.0,16.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0
0,1740.4,29.0,2.0,1.0,0.0,128080.0,1.0,13.0,10.0,6.0,10.0,0.0,4.0,3.0,3.0,3.0
0,1515.1999999999998,30.0,1.0,1.0,0.0,102210.0,0.0,19.0,6.0,2.0,5.0,1.0,3.0,3.0,3.0,4.0
0,2675.2,55.0,2.0,2.0,1.0,47790.0,0.0,14.0,4.0,6.0,3.0,1.0,2.0,4.0,3.0,3.0
0,1968.8,33.0,1.0,1.0,1.0,37370.0,8.0,22.0,8.0,2.0,5.0,0.0,2.0,1.0,2.0,3.0
0,2705.8,47.0,1.0,3.0,1.0,23660.0,3.0,17.0,11.0,5.0,5.0,1.0,2.0,3.0,3.0,2.0
1,1881.8,28.0,2.0,2.0,2.0,17060.0,7.0,12.0,8.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0
0,1533.8,28.0,2.0,2.0,0.0,163070.0,1.0,16.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,1.0
0,1732.8,28.0,1.0,1.0,2.0,59330.0,0.0,11.0,5.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0
0,1593.0,49.0,1.0,1.0,1.0,34240.0,4.0,11.0,10.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0
0,1764.6,29.0,1.0,3.0,1.0,40370.0,0.0,14.0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0
0,1488.0000000000002,28.0,1.0,5.0,1.0,25590.0,1.0,11.0,8.0,3.0,8.0,1.0,7.0,3.0,2.0,2.0
0,2097.4,33.0,1.0,1.0,2.0,62010.0,2.0,15.0,14.0,2.0,0.0,0.0,0.0,4.0,3.0,3.0
0,1856.9999999999995,32.0,1.0,1.0,2.0,44030.0,2.0,20.0,10.0,3.0,5.0,0.0,0.0,3.0,4.0,4.0
0,1747.4,54.0,2.0,1.0,0.0,37610.0,3.0,12.0,26.0,3.0,14.0,1.0,12.0,2.0,4.0,3.0
1,1632.9999999999998,29.0,1.0,1.0,2.0,109340.0,6.0,17.0,11.0,2.0,9.0,0.0,7.0,1.0,1.0,1.0
0,1958.8,44.0,2.0,2.0,1.0,107610.0,3.0,11.0,24.0,5.0,20.0,14.0,17.0,4.0,1.0,4.0
0,1779.0,39.0,2.0,5.0,2.0,51750.0,4.0,17.0,9.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
0,1753.8000000000002,46.0,1.0,1.0,1.0,138260.0,8.0,11.0,23.0,1.0,13.0,5.0,1.0,3.0,2.0,4.0
0,1551.6,35.0,1.0,1.0,2.0,63340.0,1.0,14.0,11.0,2.0,11.0,3.0,3.0,4.0,2.0,1.0
0,1931.0,23.0,1.0,3.0,2.0,49360.0,0.0,19.0,5.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0
1,1908.2,40.0,1.0,3.0,2.0,47750.0,3.0,15.0,15.0,3.0,5.0,1.0,0.0,4.0,1.0,1.0
0,2569.2000000000003,34.0,0.0,0.0,1.0,28180.0,1.0,13.0,10.0,2.0,10.0,8.0,6.0,4.0,3.0,3.0
1,1567.4000000000003,31.0,1.0,1.0,2.0,25150.0,1.0,14.0,7.0,3.0,7.0,7.0,7.0,4.0,3.0,1.0
0,2480.0,50.0,1.0,3.0,2.0,23420.0,1.0,12.0,32.0,2.0,32.0,13.0,9.0,3.0,4.0,3.0
0,2606.6000000000004,34.0,2.0,2.0,1.0,41940.0,0.0,17.0,12.0,3.0,11.0,5.0,7.0,2.0,3.0,3.0
0,1629.4,42.0,1.0,1.0,1.0,106850.0,4.0,11.0,4.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0
0,1995.4,37.0,1.0,3.0,1.0,20220.0,1.0,12.0,10.0,1.0,10.0,3.0,7.0,1.0,4.0,3.0
0,1544.4,29.0,1.0,3.0,1.0,23140.0,3.0,13.0,9.0,5.0,7.0,0.0,7.0,3.0,1.0,3.0
0,1797.4000000000003,33.0,1.0,1.0,2.0,42560.0,1.0,13.0,5.0,1.0,5.0,0.0,2.0,4.0,2.0,3.0
0,1502.4,45.0,2.0,1.0,1.0,35800.0,4.0,20.0,8.0,1.0,5.0,0.0,3.0,4.0,4.0,3.0
0,2006.4,42.0,0.0,5.0,1.0,31620.0,2.0,17.0,24.0,1.0,20.0,13.0,9.0,4.0,4.0,1.0
0,1579.0,40.0,2.0,1.0,1.0,65240.0,0.0,13.0,9.0,2.0,8.0,7.0,1.0,1.0,1.0,4.0
0,2638.4,33.0,1.0,3.0,1.0,28990.0,1.0,17.0,15.0,3.0,15.0,5.0,7.0,2.0,3.0,3.0
0,2093.0,40.0,2.0,1.0,2.0,52310.0,1.0,12.0,21.0,4.0,21.0,7.0,7.0,3.0,4.0,3.0
0,1512.9999999999998,24.0,2.0,2.0,0.0,23560.0,0.0,13.0,2.0,5.0,1.0,0.0,0.0,3.0,1.0,3.0
0,2091.2,40.0,1.0,3.0,0.0,28000.0,3.0,12.0,8.0,0.0,2.0,2.0,2.0,4.0,4.0,3.0
0,1644.5999999999997,45.0,1.0,3.0,0.0,118360.0,1.0,22.0,10.0,2.0,10.0,7.0,7.0,1.0,2.0,3.0
0,1931.2,35.0,1.0,1.0,1.0,109030.0,0.0,11.0,6.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0
0,1816.6,32.0,1.0,3.0,1.0,29730.0,3.0,22.0,12.0,0.0,7.0,2.0,5.0,4.0,2.0,3.0
0,2253.2,36.0,2.0,2.0,2.0,142750.0,3.0,18.0,7.0,5.0,3.0,1.0,2.0,3.0,4.0,2.0
0,1948.6,48.0,1.0,3.0,0.0,55620.0,8.0,13.0,18.0,2.0,8.0,7.0,7.0,3.0,3.0,3.0
0,1917.8,29.0,1.0,1.0,1.0,45370.0,6.0,18.0,5.0,5.0,1.0,0.0,0.0,3.0,3.0,2.0
0,1772.2000000000005,33.0,1.0,3.0,1.0,76420.0,2.0,20.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
1,1842.0,30.0,1.0,4.0,1.0,179240.0,1.0,13.0,10.0,2.0,10.0,6.0,7.0,2.0,1.0,3.0
